moves,comment,good
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5,"Nimzowitsch's forgotten idea for conducting this opening was revived by
Portisch (as Black) in his game with Andersson from Palma 1971.",False
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5 e5 10. Be3 f5 11. Ne1 Bxg2 12. Nxg2 d6,"An interesting position.
Black's normal strategy would be to storm forwards on the King side with his
mobile pawns, but the fact that White's KP is on e2 rather then e4 makes it
more difficult for Black to fix on a target. White's normal plan would be to
launch a Queen side advance with b2-b4, c4-c5 etc. breaking into Black's camp
at the sensitive point c7. However, the absence of White's KP from e4 also
exerts an influence over White's plan of campaign in that (after c4-c5) is QP
will be deprived of much of his support. In such strategically complex
position Numzowitsch excelled. Now many of his original ideas have been
absorbed into master tecnique or incorporated into ""openings theory"".",True
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5 e5 10. Be3 f5 11. Ne1 Bxg2 12. Nxg2 d6 13. Qd2 Nd7 14. f3,"A useful consolidating move directed against the mobility of
Black's KP and KBP. 14...",True
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5 e5 10. Be3 f5 11. Ne1 Bxg2 12. Nxg2 d6 13. Qd2 Nd7 14. f3 a5 15. Rab1 Nc5,"Provocation. Also possible
was the more solipstic procedure Rf7,Qf8 followed by h7-h6 and g6-g5. But
Nimzowitsch prefers to encourage activity from his opponent since he correctly
perceives that this very activity will ultimately be White's undoing.",True
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5 e5 10. Be3 f5 11. Ne1 Bxg2 12. Nxg2 d6 13. Qd2 Nd7 14. f3 a5 15. Rab1 Nc5 16. b3 Rf7,"And prophylaxis! Observe the way in which Nimzowitsch guards the c7
point before it is attacked.",True
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5 e5 10. Be3 f5 11. Ne1 Bxg2 12. Nxg2 d6 13. Qd2 Nd7 14. f3 a5 15. Rab1 Nc5 16. b3 Rf7 17. a3 Qf8 18. Rfc1 h5,"A device for gaining
space on the King side which is now regulation in the King's Indian Defence.
Given time Black will also play g6-g5 with an awesome array of pawns.",True
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5 e5 10. Be3 f5 11. Ne1 Bxg2 12. Nxg2 d6 13. Qd2 Nd7 14. f3 a5 15. Rab1 Nc5 16. b3 Rf7 17. a3 Qf8 18. Rfc1 h5 19. b4 axb4 20. axb4 Nd7 21. c5,"This temporary sacrifice of a pawn looks most
promising since it exposes a number of weaknesses in the Black position.
However, with this move White is walking straight into a combinative ambush;
it could be said that he started out on the ambush trail when he was lured
into a Queen side advance (with gain of tempo) by 15...Nc5, but what other
choice did White have? Black holds the initiative on the King wing so the only
alternative to Queen side activity would be passive defence. Attractive though
its execution might appear Nimzowitsch had prepared so efficiently for the
possibility of a White Queen side advance that the whole plan of carrying it
through could be classed as a collective error.",True
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5 e5 10. Be3 f5 11. Ne1 Bxg2 12. Nxg2 d6 13. Qd2 Nd7 14. f3 a5 15. Rab1 Nc5 16. b3 Rf7 17. a3 Qf8 18. Rfc1 h5 19. b4 axb4 20. axb4 Nd7 21. c5 dxc5 22. bxc5 Nxc5 23. Bxc5 bxc5,White has had to weaken his dark squares in order to shatter Black's pawns.,False
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5 e5 10. Be3 f5 11. Ne1 Bxg2 12. Nxg2 d6 13. Qd2 Nd7 14. f3 a5 15. Rab1 Nc5 16. b3 Rf7 17. a3 Qf8 18. Rfc1 h5 19. b4 axb4 20. axb4 Nd7 21. c5 dxc5 22. bxc5 Nxc5 23. Bxc5 bxc5 24. Rb5,"""White seems to be in the ascendant but Black has not been marking
time. In fact he has been engaged in the accumulation of attacking energy (QR
file, h6-d2 diagonal, mobile pawn mass, etc.) and now emerges with a series of
noxious blows which had completely escaped White's attention. We might add, by
the way, that without Black's cooperation (the partly superfluous and partly
provocatory Nc5) White would scarcely ever have been able to arrange his
break-through with pawn-c5. (Nimzowitsch)",True
1. Nf3 Nf6 2. c4 b6 3. g3 g6 4. Bg2 Bg7 5. O-O O-O 6. Nc3 Bb7 7. d4 Ne4 8. Nxe4 Bxe4 9. d5 e5 10. Be3 f5 11. Ne1 Bxg2 12. Nxg2 d6 13. Qd2 Nd7 14. f3 a5 15. Rab1 Nc5 16. b3 Rf7 17. a3 Qf8 18. Rfc1 h5 19. b4 axb4 20. axb4 Nd7 21. c5 dxc5 22. bxc5 Nxc5 23. Bxc5 bxc5 24. Rb5 Bh6 25. f4 exf4 26. gxf4 c4,"The ambush is spung and events now
develop by force. This counter-sacrifice has the effect of galvanising Black's
entire army which had hitherto slumbered peacefully within the confines of the
back two ranks.",False
